,line_type,area,glac_id,anlys_time,db_area,min_elev,mean_elev,max_elev,src_date,glac_name,glac_stat,gone_date,release_dt,first_coordinate,lng,lat,cluster,closest_cluster_lat,closest_cluster_lng
18617,gb,367.064,G216132E60534N,1437004800,367.064,41,0,3322,1284076800,Martin River Glacier,e,e,1437004800,"-143.503919,60.675423",-143.503919,60.675423,49,60.65700723287113,-143.89572442128875
18680,gb,31.634,G210149E59905N,1437004800,31.6341,43,0,1634,1121817600,Pedersen Glacier,e,e,1437004800,"-149.856654,59.877086",-149.856654,59.877086,28,59.89392124011713,-150.09716054026353
18683,gb,1.603,G212235E61058N,1437004800,1.60306,219,0,1169,1249257600,Williams Glacier,e,e,1437004800,"-147.75803,61.067704",-147.75803,61.067704,5,61.14980383532723,-147.8439252575651
18724,gb,45.335,G211133E61141N,1437004800,45.3351,98,0,2085,1249257600,Whiteout Glacier,e,e,1437004800,"-148.874806,61.192227",-148.874806,61.192227,66,61.017411616285884,-148.55068984885764
18751,gb,1.208,G210747E60018N,1437004800,1.20803,472,0,1035,1158019200,Spoon Glacier,e,e,1437004800,"-149.252439,60.024296",-149.252439,60.024296,46,60.18806067258002,-149.0767172132665
18869,gb,23.383,G208954E59433N,1437004800,23.3831,229,0,1418,1184544000,Doroshin Glacier,e,e,1437004800,"-151.094382,59.462104",-151.094382,59.462104,9,59.45637585466795,-150.99490981616938
18947,gb,131.5,G214867E63361N,1437004800,131.5,760,0,3006,1249344000,Johnson Glacier,e,e,1437004800,"-144.887832,63.459278",-144.887832,63.459278,32,63.305671896067416,-144.64484031741574
18996,gb,3.706,G207355E60804N,1437004800,3.70558,577,0,1653,1284249600,Aho Glacier,e,e,1437004800,"-152.661891,60.808181",-152.661891,60.808181,23,60.688939278293134,-152.59370980890537
19062,gb,1.001,G211021E60617N,1437004800,10.7765,796,0,1535,1158019200,Bartlett Glacier,e,e,1437004800,"-148.989025,60.620597",-148.989025,60.620597,17,60.58445435682024,-148.9336584322493
19063,gb,1.001,G211021E60617N,1437004800,10.7765,796,0,1535,1158019200,Bartlett Glacier,e,e,1437004800,"-148.959087,60.60234",-148.959087,60.60234,17,60.58445435682024,-148.9336584322493
19113,gb,23.501,G214085E61265N,1437004800,23.5005,777,0,2010,1252195200,Tsina Glacier,e,e,1437004800,"-145.881018,61.299942",-145.881018,61.299942,25,61.15178973564356,-146.09275720396042
19134,gb,148.734,G225939E58811N,1437004800,148.733,103,0,2283,1123718400,Tulsequah Glacier,e,e,1437004800,"-133.973542,58.907663",-133.973542,58.907663,75,58.52056541516966,-133.86093220359282
19153,gb,31.139,G222166E59371N,1437004800,31.1392,100,0,2149,1284508800,Netland Glacier,e,e,1437004800,"-137.82555,59.382888",-137.82555,59.382888,2,59.458963678350514,-138.40528046597936
19179,gb,6.091,G222582E58676N,1437004800,6.09053,206,0,2145,1284508800,Cascade Glacier,e,e,1437004800,"-137.381156,58.686895",-137.381156,58.686895,48,58.79177845362319,-137.32780668695654
19248,gb,6.078,G215194E60715N,1437004800,6.07826,330,0,1874,1283385600,Grinnell Glacier,e,e,1437004800,"-144.845584,60.704537",-144.845584,60.704537,57,60.91661248488242,-144.96812428555432
19305,gb,0.09,G210107E59888N,1437004800,0.090273,756,0,1042,1121817600,Holgate Glacier,e,e,1437004800,"-149.892421,59.889144",-149.892421,59.889144,28,59.89392124011713,-150.09716054026353
19311,gb,2.751,G216152E60465N,1437004800,2.75135,745,0,1249,1284076800,Slope Glacier,e,e,1437004800,"-143.823925,60.471791",-143.823925,60.471791,49,60.65700723287113,-143.89572442128875
19313,gb,0.765,G210742E60029N,1437004800,0.764958,407,0,971,1158019200,Prospect Glacier,e,e,1437004800,"-149.247265,60.025559",-149.247265,60.025559,46,60.18806067258002,-149.0767172132665
19417,gb,21.093,G223711E59237N,1437004800,21.0929,274,0,1830,1284508800,Le Blondeau Glacier,e,e,1437004800,"-136.222188,59.266144",-136.222188,59.266144,27,58.95513173736264,-136.54102207362638
19455,gb,30.643,G207568E61312N,1437004800,30.6426,681,0,3333,1284249600,Pothole Glacier,e,e,1437004800,"-152.375989,61.377051",-152.375989,61.377051,67,61.27374430279898,-152.29830790839696
19457,gb,549.286,G223237E58554N,1437004800,549.286,12,0,3161,1284508800,Brady Glacier,e,e,1437004800,"-136.750981,58.738767",-136.750981,58.738767,27,58.95513173736264,-136.54102207362638
19534,gb,3.019,G223384E58671N,1437004800,3.01854,446,0,1210,1284508800,Charpentier Glacier,e,e,1437004800,"-136.620209,58.663256",-136.620209,58.663256,27,58.95513173736264,-136.54102207362638
19586,gb,307.536,G209680E59870N,1437004800,307.536,67,0,1915,1184544000,Tustumena Glacier,e,e,1437004800,"-150.200877,60.098185",-150.200877,60.098185,28,59.89392124011713,-150.09716054026353
19601,gb,6.867,G209874E59787N,1437004800,6.86658,0,0,1798,1121817600,Anchor Glacier,e,e,1437004800,"-150.115076,59.796297",-150.115076,59.796297,28,59.89392124011713,-150.09716054026353
19632,gb,67.31,G229692E56128N,1437004800,67.31,256,0,2414,1189641600,Chickamin Glacier,e,e,1437004800,"-130.292321,56.15618",-130.292321,56.15618,92,55.964162538160465,-130.46412953816048
19687,gb,1.547,G225637E58431N,1437004800,1.54659,692,0,1620,1123718400,Nugget Creek Glacier,e,e,1437004800,"-134.363191,58.439344",-134.363191,58.439344,6,58.60201647780926,-134.4439767884797
19837,gb,8.185,G213271E61127N,1437004800,8.18478,539,0,1310,1252195200,Anderson Glacier,e,e,1437004800,"-146.701759,61.109936",-146.701759,61.109936,29,61.282425585832804,-146.7532765035099
19867,gb,0.333,G212202E60936N,1437004800,0.333493,714,0,999,1249257600,Eaglek Glacier,e,e,1437004800,"-147.80766,60.935974",-147.80766,60.935974,5,61.14980383532723,-147.8439252575651
19870,gb,0.657,G209560E59916N,1437004800,11.8987,1330,0,1726,1184544000,Truuli Glacier,e,e,1437004800,"-150.436141,59.963463",-150.436141,59.963463,61,59.755247821637425,-150.57787024195906
19871,gb,0.657,G209560E59916N,1437004800,11.8987,1330,0,1726,1184544000,Truuli Glacier,e,e,1437004800,"-150.390352,59.921846",-150.390352,59.921846,61,59.755247821637425,-150.57787024195906
19888,gb,192.91,G225457E59074N,1437004800,192.91,84,0,2287,1123718400,Field Glacier,e,e,1437004800,"-134.463461,59.086924",-134.463461,59.086924,64,58.8463593946293,-134.70036669527144
19949,gb,8.482,G206170E61601N,1437004800,8.48246,823,0,2237,1284249600,Stony Glacier,e,e,1437004800,"-153.830644,61.629342",-153.830644,61.629342,0,61.68697898575499,-153.96383809496675
20003,gb,54.752,G211467E60175N,1437004800,54.7518,7,0,1486,1158019200,Tiger Glacier,e,e,1437004800,"-148.561491,60.139478",-148.561491,60.139478,74,60.11386245242215,-148.46692977941177
20140,gb,16.749,G211100E60420N,1437004800,16.7487,426,0,1636,1158019200,Wolverine Glacier,e,e,1437004800,"-148.936297,60.408516",-148.936297,60.408516,17,60.58445435682024,-148.9336584322493
20219,gb,0.66,G210159E63447N,1437004800,0.660502,1554,0,2069,1284249600,Polychrome Glacier,e,e,1437004800,"-149.840247,63.447581",-149.840247,63.447581,47,63.32956860880829,-149.77932592227978
20229,gb,8.81,G214954E60536N,1437004800,8.80996,87,0,1247,1283385600,Saddlebag Glacier,e,e,1437004800,"-145.038576,60.543838",-145.038576,60.543838,45,60.68897810676392,-145.20080491445623
20231,gb,25.072,G207854E61298N,1437004800,25.0721,412,0,3081,1284249600,Ch'atanalch'elt Li'a,e,e,1437004800,"-152.137001,61.325664",-152.137001,61.325664,67,61.27374430279898,-152.29830790839696
20251,gb,83.656,G212445E63584N,1437004800,83.6561,830,0,3734,1246579200,Yanert Glacier,e,e,1437004800,"-147.411493,63.617264",-147.411493,63.617264,53,63.62268620645162,-147.51628116774194
20271,gb,832.278,G219251E60184N,1437004800,832.278,24,0,5462,1284249600,Agassiz Glacier,e,e,1437004800,"-140.627967,60.333482",-140.627967,60.333482,83,60.182278104972376,-140.91241361325967
20362,gb,93.108,G216306E60753N,1437004800,93.1075,424,0,3375,1284076800,Fan Glacier,e,e,1437004800,"-143.635264,60.713765",-143.635264,60.713765,49,60.65700723287113,-143.89572442128875
20388,gb,19.088,G211143E60281N,1437004800,19.0881,438,0,1578,1158019200,Unnamed_40,e,e,1437004800,"-148.785836,60.313407",-148.785836,60.313407,17,60.561341494182486,-148.60187507164727
20450,gb,41.785,G211493E60096N,1437004800,41.7851,0,0,1592,1158019200,Bainbridge Glacier,e,e,1437004800,"-148.476167,60.134761",-148.476167,60.134761,74,60.11386245242215,-148.46692977941177
20451,gb,53.795,G214472E63437N,1437004800,53.7946,787,0,2941,1249344000,Castner Glacier,e,e,1437004800,"-145.49778,63.494486",-145.49778,63.494486,85,63.431697399433425,-145.4305442407932
20476,gb,3.042,G211360E60635N,1437004800,3.04194,67,0,1269,1158019200,Marquette Glacier,e,e,1437004800,"-148.630946,60.630561",-148.630946,60.630561,62,60.561341494182486,-148.60187507164727
20533,gb,31.231,G207406E61495N,1437004800,31.2307,897,0,3284,1284249600,North Twin Glacier,e,e,1437004800,"-152.535156,61.535704",-152.535156,61.535704,21,61.75626448069498,-152.5506161042471
20552,gb,10.259,G214480E61041N,1437004800,10.2589,706,0,1741,1284768000,Marshall Glacier,e,e,1437004800,"-145.518199,61.057567",-145.518199,61.057567,98,60.940761552565704,-145.49463353379224
20651,gb,6.148,G210740E60160N,1437004800,6.14832,524,0,1412,1158019200,Bear Lake Glacier,e,e,1437004800,"-149.274853,60.185697",-149.274853,60.185697,46,60.18806067258002,-149.0767172132665
20659,gb,81.626,G225570E59131N,1437004800,81.6262,847,0,2322,1123718400,Willison Glacier,e,e,1437004800,"-134.360661,59.130377",-134.360661,59.130377,64,58.8463593946293,-134.70036669527144
20712,gb,57.362,G208403E62980N,1437004800,57.3623,911,0,4515,1284249600,Herron Glacier,e,e,1437004800,"-151.51178,62.986704",-151.51178,62.986704,12,62.869148313546425,-151.3072342983257
20773,gb,6.554,G211316E60733N,1437004800,6.55375,376,0,1049,1158019200,Whittier Glacier,e,e,1437004800,"-148.682414,60.732838",-148.682414,60.732838,62,60.561341494182486,-148.60187507164727
20866,gb,0.235,G213309E61105N,1437004800,0.234944,910,0,1226,1252195200,Annin Glacier,e,e,1437004800,"-146.688177,61.108638",-146.688177,61.108638,29,61.282425585832804,-146.7532765035099
21029,gb,37.521,G206561E60236N,1437004800,37.5215,325,0,1809,1284249600,Chigmit North Glacier,e,e,1437004800,"-153.419342,60.288451",-153.419342,60.288451,89,60.12606482993198,-153.5586447877551
21088,gb,7.664,G209814E63327N,1437004800,7.66414,1126,0,2537,1284249600,Sunset Glacier,e,e,1437004800,"-150.133849,63.348037",-150.133849,63.348037,47,63.32956860880829,-149.77932592227978
21197,gb,31.701,G206527E60726N,1437004800,31.7011,491,0,2162,1284249600,TlikakilaNorthFork,e,e,1437004800,"-153.423478,60.81899",-153.423478,60.81899,78,60.79198845360825,-153.5200076546392
21199,gb,5.573,G213973E61165N,1437004800,5.57297,574,0,2036,1190419200,Camicia Glacier,e,e,1437004800,"-145.989077,61.192193",-145.989077,61.192193,25,61.15178973564356,-146.09275720396042
21233,gb,17.567,G214576E63274N,1437004800,17.5667,1162,0,2438,1249344000,Gulkana Glacier,e,e,1437004800,"-145.423894,63.301387",-145.423894,63.301387,85,63.431697399433425,-145.4305442407932
21318,gb,62.952,G223186E58746N,1437004800,62.9518,0,0,3056,1284508800,Reid Glacier,e,e,1437004800,"-136.803096,58.817661",-136.803096,58.817661,27,58.95513173736264,-136.54102207362638
21388,gb,3.187,G215546E60729N,1437004800,3.18685,257,0,935,1284076800,LaGorce Glacier,e,e,1437004800,"-144.448517,60.737237",-144.448517,60.737237,3,60.65984135177865,-144.35095185177866
21414,gb,1.503,G210994E60650N,1437004800,1.50297,498,0,1310,1158019200,Deadman Glacier,e,e,1437004800,"-149.020417,60.657848",-149.020417,60.657848,17,60.58445435682024,-148.9336584322493
21427,gb,110.053,G209748E59800N,1437004800,110.053,102,0,1950,1121817600,McCarty Glacier,e,e,1437004800,"-150.16525,59.856709",-150.16525,59.856709,28,59.89392124011713,-150.09716054026353
21449,gb,18.299,G211617E60390N,1437004800,18.2993,26,0,833,1158019200,Ultramarine Glacier,e,e,1437004800,"-148.348291,60.375357",-148.348291,60.375357,74,60.11386245242215,-148.46692977941177
21507,gb,4.837,G200762E56205N,1437004800,4.837,1044,0,2473,1285459200,Finger Glacier,e,e,1437004800,"-159.267215,56.215297",-159.267215,56.215297,69,55.996730400000004,-159.7949755047619
21554,gb,5.109,G222821E58871N,1437004800,5.1095,690,0,1873,1284508800,Tyeen Glacier,e,e,1437004800,"-137.164302,58.863593",-137.164302,58.863593,48,58.79177845362319,-137.32780668695654
21676,gb,13.897,G211075E60552N,1437004800,13.8972,324,0,1699,1158019200,Trail Glacier,e,e,1437004800,"-148.875592,60.566253",-148.875592,60.566253,17,60.58445435682024,-148.9336584322493
21713,gb,3.321,G207101E61914N,1437004800,3.3212,925,0,1758,1284249600,Stoney Glacier,e,e,1437004800,"-152.874113,61.921877",-152.874113,61.921877,21,61.75626448069498,-152.5506161042471
21736,gb,2.16,G214483E63283N,1437004800,2.15999,1341,0,2120,1249344000,West Gulkana Glacier,e,e,1437004800,"-145.520812,63.295435",-145.520812,63.295435,85,63.431697399433425,-145.4305442407932
21746,gb,4.765,G226175E58672N,1437004800,4.76553,661,0,1795,1123718400,Bacon Glacier,e,e,1437004800,"-133.810701,58.680524",-133.810701,58.680524,75,58.52056541516966,-133.86093220359282
21831,gb,129.755,G212673E61210N,1437004800,129.755,0,0,2822,1252195200,First Branch Columbia Glacier,e,e,1437004800,"-147.1287,61.254745",-147.1287,61.254745,58,61.29745210372422,-147.42832134041245
21881,gb,1.229,G210808E60346N,1437004800,1.22926,977,0,1612,1158019200,Mother Goose Glacier,e,e,1437004800,"-149.193427,60.351927",-149.193427,60.351927,46,60.18806067258002,-149.0767172132665
21935,gb,1.619,G211403E60457N,1437004800,1.61883,282,0,1247,1158019200,Applegate Glacier,e,e,1437004800,"-148.600673,60.462276",-148.600673,60.462276,62,60.561341494182486,-148.60187507164727
22054,gb,49.721,G207034E60011N,1437004800,49.7207,82,0,2865,1284249600,Red Glacier,e,e,1437004800,"-153.062495,60.036561",-153.062495,60.036561,55,60.33554659343149,-153.11108892525482
22128,gb,25.736,G211299E60617N,1437004800,25.7356,66,0,1736,1158019200,Beloit Glacier,e,e,1437004800,"-148.686632,60.646639",-148.686632,60.646639,62,60.561341494182486,-148.60187507164727
22268,gb,22.838,G206519E58873N,1437004800,22.8379,49,0,1922,1245369600,Spotted Glacier,e,e,1437004800,"-153.451378,58.906458",-153.451378,58.906458,41,58.421326661538465,-153.58344329846153
22293,gb,74.85,G209578E59706N,1437004800,74.8502,268,0,1830,1121817600,Dinglestadt Glacier,e,e,1437004800,"-150.521867,59.773489",-150.521867,59.773489,61,59.755247821637425,-150.57787024195906
22349,gb,17.629,G220906E59648N,1437004800,17.6295,202,0,1386,1284422400,Fourth Glacier,e,e,1437004800,"-139.09472,59.672708",-139.09472,59.672708,38,59.872209067499995,-139.311546645
22389,gb,8.885,G224890E59420N,1437004800,8.88524,372,0,2054,1092528000,Denver Glacier,e,e,1437004800,"-135.087283,59.421479",-135.087283,59.421479,20,59.21914334290687,-135.05534071758052
22514,gb,200.394,G221656E59657N,1437004800,378.558,225,0,2439,1284422400,Vern Ritchie Glacier,e,e,1437004800,"-138.64962,59.899017",-138.64962,59.899017,2,59.458963678350514,-138.40528046597936
22515,gb,200.394,G221656E59657N,1437004800,378.558,225,0,2439,1284422400,Vern Ritchie Glacier,e,e,1437004800,"-138.625347,59.80662",-138.625347,59.80662,2,59.458963678350514,-138.40528046597936
22542,gb,30.483,G224303E59144N,1437004800,30.4827,254,0,1944,1284508800,Garrison Glacier,e,e,1437004800,"-135.656917,59.130503",-135.656917,59.130503,51,59.13713617160367,-135.71039184882534
22716,gb,2834.49,G220740E60158N,1437004800,2834.49,0,0,5889,1284422400,Hubbard Glacier,e,e,1437004800,"-139.063473,60.304585",-139.063473,60.304585,38,59.872209067499995,-139.311546645
22807,gb,46.246,G211578E60396N,1437004800,46.2454,97,0,1195,1158019200,Princeton Glacier,e,e,1437004800,"-148.482072,60.409766",-148.482072,60.409766,62,60.561341494182486,-148.60187507164727
22819,gb,0.776,G211660E61095N,1437004800,0.775549,794,0,1751,1249257600,Penniman Glaciers,e,e,1437004800,"-148.349766,61.092396",-148.349766,61.092396,66,61.017411616285884,-148.55068984885764
22901,gb,92.965,G206888E60048N,1437004800,92.9646,33,0,2976,1284249600,Tuxedni Glacier,e,e,1437004800,"-153.04183,60.153981",-153.04183,60.153981,55,60.33554659343149,-153.11108892525482
22982,gb,13.525,G211377E60606N,1437004800,13.5255,115,0,1420,1158019200,Cotterell Glacier,e,e,1437004800,"-148.626627,60.610138",-148.626627,60.610138,62,60.561341494182486,-148.60187507164727
23016,gb,4.67,G211459E60645N,1437004800,4.66982,222,0,1291,1158019200,Rainy Glacier,e,e,1437004800,"-148.569128,60.633725",-148.569128,60.633725,62,60.561341494182486,-148.60187507164727
23019,gb,0.984,G223576E58931N,1437004800,0.984017,566,0,1024,1284508800,Loomis Glacier,e,e,1437004800,"-136.4156,58.925812",-136.4156,58.925812,27,58.95513173736264,-136.54102207362638
23137,gb,2.337,G223657E58904N,1437004800,2.33744,528,0,1178,1284508800,Andrews Glacier,e,e,1437004800,"-136.365758,58.904692",-136.365758,58.904692,27,58.95513173736264,-136.54102207362638
23231,gb,3.712,G213967E61127N,1437004800,3.712,936,0,1993,1190419200,Rubin Glacier,e,e,1437004800,"-146.03351,61.145015",-146.03351,61.145015,25,61.15178973564356,-146.09275720396042
23240,gb,229.638,G222829E58804N,1437004800,229.637,0,0,3861,1284508800,Johns Hopkins Glacier,e,e,1437004800,"-137.312441,58.902909",-137.312441,58.902909,48,58.79177845362319,-137.32780668695654
23278,gb,1.68,G211603E61074N,1437004800,1.68012,688,0,1688,1249257600,Detached Glacier,e,e,1437004800,"-148.381731,61.075964",-148.381731,61.075964,66,61.017411616285884,-148.55068984885764
23516,gb,48.301,G222572E58725N,1437004800,48.3013,17,0,2454,1284508800,Lituya Glacier,e,e,1437004800,"-137.411323,58.744362",-137.411323,58.744362,48,58.79177845362319,-137.32780668695654
23564,gb,0.553,G225667E58407N,1437004800,0.552773,1074,0,1459,1123718400,Lemon Creek Glacier,e,e,1437004800,"-134.338989,58.403051",-134.338989,58.403051,6,58.60201647780926,-134.4439767884797
23583,gb,3.338,G211304E60831N,1437004800,3.3379,321,0,1390,1249257600,Lowell Glacier,e,e,1437004800,"-148.68405,60.828324",-148.68405,60.828324,66,61.017411616285884,-148.55068984885764
23590,gb,24.396,G226677E58330N,1437004800,24.3957,200,0,2108,1280707200,Speel Glacier,e,e,1437004800,"-133.338308,58.344961",-133.338308,58.344961,79,57.89510629746835,-133.23117082067512
23600,gb,0.573,G207162E62355N,1437004800,0.572973,1289,0,1522,1284249600,Fleischmann Glacier,e,e,1437004800,"-152.846911,62.358465",-152.846911,62.358465,59,62.42453938441891,-152.65977306257983
23682,gb,0.504,G209831E63363N,1437004800,0.503718,1443,0,2062,1284249600,Sunrise Glacier,e,e,1437004800,"-150.164854,63.362793",-150.164854,63.362793,47,63.32956860880829,-149.77932592227978
23723,gb,165.674,G222370E58832N,1437004800,165.674,9,0,4684,1284508800,Fairweather Glacier,e,e,1437004800,"-137.453424,58.902416",-137.453424,58.902416,48,58.79177845362319,-137.32780668695654
23789,gb,55.698,G222595E58620N,1437004800,55.6978,0,0,2599,1284508800,North Crillon Glacier,e,e,1437004800,"-137.297853,58.732687",-137.297853,58.732687,48,58.79177845362319,-137.32780668695654
23935,gb,141.533,G210167E59967N,1437004800,141.533,0,0,1874,1121817600,Aialik Glacier,e,e,1437004800,"-149.826589,60.046454",-149.826589,60.046454,94,60.2008904933955,-149.64734921445222
